Date,Startup,Industry,SubVertical,Location,Investors,Round,AmountInCrores,URL,CleanedStartup,StandardizedStartup,InvestorsCleaned,Year
2017-12-07,Cygnus Hospitals,Healthcare,Super speciality Hospitals,Gurgaon,Somerset Indus Capital Ventures,Seed/Angel Funding,6.4545,http://cygnushospitals.com/,cygnus hospitals,cygnus hospitals,['somerset indus capital ventures'],2017.0
2017-12-07,The Label Life,E-Commerce,Home Decor and Online Fashion Portal,Mumbai,Kalpvriksh,Private Equity,26.6786,https://www.thelabellife.com/,the label life,the label life,['kalpvriksh'],2017.0
2017-12-07,Mswipe,Technology,Mobile point of sale services provider,Mumbai,Eduardo Saverin,Private Equity,86.06,http://www.mswipe.com/,mswipe,mswipe,['eduardo saverin'],2017.0
2017-12-06,Fintobox,Technology,Child Learning & Development Platform,Chennai,Lightbox,Private Equity,60.242,https://flintobox.com/,fintobox,fintobox,['lightbox'],2017.0
2017-12-06,Greenlight Planet,Technology,Off-grid solar products platform,Mumbai,"Apis Partner, Eight Roads Ventures, Bamboo Capital Partners",Private Equity,516.36,https://www.greenlightplanet.com/,greenlight planet,greenlight planet,"['apis partner', 'eight roads ventures', 'bamboo capital partners']",2017.0
2017-12-05,Mobycy,Technology,Bicycle sharing Platform,Gurgaon,Undisclosed Investors,Seed/Angel Funding,4.303,http://www.mobycy.com/,mobycy,mobycy,['undisclosed investors'],2017.0
2017-12-05,HandyTrain,Technology,Mobile Learning Management Platform,Goa,NB Ventures,Private Equity,8.606,https://handytrain.com/,handytrain,handytrain,['nb ventures'],2017.0
2017-12-05,Tata Housing,Real Estate,Residential Project ,Mumbai,Hines,Private Equity,197.938,http://www.tatahousing.in/,tata housing,tata housing,['hines'],2017.0
2017-12-05,Dunzo,Technology,Daily Task Management Mobile App,Bangalore,Google,Private Equity,105.8538,https://www.dunzo.in/,dunzo,dunzo,['google'],2017.0
2017-12-01,Strata Enviro,Technology,IoT based air pollution controller,Mumbai,Scale Minds,Private Equity,,https://www.stratagroup.in/strata-enviro,strata enviro,strata enviro,['scale minds'],2017.0
2017-11-28,Stanza Living,Technology,Student accommodation platform,Delhi,"Matrix PArtners, Accel",Private Equity,17.212,http://stanzaliving.com/,stanza living,stanza living,"['matrix partners', 'accel']",2017.0
2017-11-28,MobieFit,Healthcare,Health and fitness based mobile App,Goa,"NB Ventures, MediAssist",Seed/Angel Funding,11.6181,https://www.mobiefit.com/,mobiefit,mobiefit,"['nb ventures', 'mediassist']",2017.0
2017-11-28,FR8,Technology,Online Truck aggregator platform,Chennai,IFMR Capital,Debt Funding,12.909,https://www.fr8.in/,fr8,fr8,['ifmr capital'],2017.0
2017-11-28,Chumbak,Lifestyle,Designer-led consumer products,Bangalore,Gaja Capital,Private Equity,111.878,https://www.chumbak.com/,chumbak,chumbak,['gaja capital'],2017.0
2017-11-27,Smaaash,Technology,Virtual Reality based gaming platform,Mumbai,Sixth Sense Ventures,Private Equity,32.7028,,smaaash,smaaash,['sixth sense ventures'],2017.0
2017-11-27,ERA,Technology,Identity management platform,Mumbai,Amit Patni,Seed/Angel Funding,0.335634,,era,era,['amit patni'],2017.0
2017-11-27,Edelweiss,Finance,Diversified Financial,Mumbai,Undisclosed investors,Private Equity,2323.62,https://www.edelweiss.in/,edelweiss,edelweiss,['undisclosed investors'],2017.0
2017-11-24,TempGo,Technology,IoT and SaaS based transportation platform,Goa,Javelin StartupO Victory Fund,Seed/Angel Funding,2.1515,,tempgo,tempgo,['javelin startupo victory fund'],2017.0
2017-11-24,IDG Ventures,Finance,Venture Capitalist,Bangalore,Uniliver Ventures,Private Equity,86.06,http://www.idgvcindia.com/,idg ventures,idg ventures,['uniliver ventures'],2017.0
2017-11-23,WittyFeed,Storytelling,Viral Content and storytelling platform,Indore,Sandeep Aggarwal,Seed/Angel Funding,,https://www.wittyfeed.com/,wittyfeed,wittyfeed,['sandeep aggarwal'],2017.0
2017-11-22,MiStay,Technology,Online Hotel Reservation Platform,Bangalore,Axilor Ventures,Seed/Angel Funding,,https://www.mistay.in/,mistay,mistay,['axilor ventures'],2017.0
2017-11-21,Portea,Healthcare,Healthcare facilities at doorstep,Bangalore,"Sabre Partners, MEMG CDC",Private Equity,223.756,https://www.portea.com/,portea,portea,"['sabre partners', 'memg cdc']",2017.0
2017-11-21,Epiq Capital,Finance,Tech based investor firm,Mumbai,Global Institutional Investors,Private Equity,1721.2,http://epiqcapital.com/,epiq capital,epiq capital,['global institutional investors'],2017.0
2017-11-21,Credit Mate,Technology,Vehicle loan approval platform,Mumbai,Paytm,Private Equity,,http://creditmate.in/,credit mate,credit mate,['paytm'],2017.0
2017-11-21,RedBook,Technology,AI based pharmacy drugs insights platform,Mumbai,"Vida Ventures, Dr. Aniruddha Malpani",Seed/Angel Funding,2.1515,https://www.redbook.com.au/,redbook,redbook,"['vida ventures', 'dr aniruddha malpani']",2017.0
2017-11-21,Nuvepro,Technology,Managed Cloud Environment Solutions,Mumbai,1Crowd,Seed/Angel Funding,3.4424,http://www.nuvepro.com/,nuvepro,nuvepro,['1crowd'],2017.0
2017-11-21,Heckyl,Technology,Big Data Analytics Platform,Mumbai,"Notion Capital, IDG Ventures",Private Equity,23.2362,http://www.heckyl.com/,heckyl,heckyl,"['notion capital', 'idg ventures']",2017.0
2017-11-21,Rapido,Technology,Bike and Taxi pooling online platform,Hyderabad,"Skycatcher Fund, Aravind Sanka",Seed/Angel Funding,2.83335338,https://rapido.bike/,rapido,rapido,"['skycatcher fund', 'aravind sanka']",2017.0
2017-11-20,ONN Bikes,Technology,Self riding bike rental program,Mumbai,Z Nation Lab,Seed/Angel Funding,5.955352,https://www.onnbikes.com/,onn bikes,onn bikes,['z nation lab'],2017.0
2017-11-17,Perspectico,Technology,Placement preparation and career growth training platform,Delhi,"SSCBS Innovation, Incubation Foundation (SIIF)",Seed/Angel Funding,,http://www.perspectico.com/,perspectico,perspectico,"['sscbs innovation', 'incubation foundation siif']",2017.0
2017-11-17,Kanhaiya,Inspiration,Storytelling platform,Hyderabad,Undisclosed Investors,Seed/Angel Funding,1.7212,,kanhaiya,kanhaiya,['undisclosed investors'],2017.0
2017-11-15,Reniso,Technology,End-to-End property management for landlords living away,New Delhi,"Nishit Sharma, Alok Srivastava",Seed Funding,,http://reniso.com/,reniso,reniso,"['nishit sharma', 'alok srivastava']",2017.0
2017-11-15,Omnia Information,Technology,WiFi Analytics Platform,Delhi,Omidyar Network,Private Equity,25.818,,omnia information,omnia information,['omidyar network'],2017.0
2017-11-15,Josh Talks,Inspiration,Storytelling platform,Gurgaon,"Girish Mathrubootham, Apurva Chamaria, Rohit Chanana",Private Equity,,https://www.joshtalks.com/,josh talks,josh talks,"['girish mathrubootham', 'apurva chamaria', 'rohit chanana']",2017.0
2017-11-15,Sumeru,Technology,Banking Software License Platform,Bangalore,Undisclosed Investors,Seed Funding,7.7454,https://www.sumerusolutions.com/,sumeru,sumeru,['undisclosed investors'],2017.0
2017-11-15,ElderAid Wellness,Health Care,Social Healthcare Enterprise,Bangalore,Rugmini Menon,Angel Funding,,http://www.elderaid.in/,elderaid wellness,elderaid wellness,['rugmini menon'],2017.0
2017-11-14,Active AI,Technology,AI based FinTech platform,Bangalore,Vertex Ventures,Private Equity,70.9995,https://active.ai/,active ai,active ai,['vertex ventures'],2017.0
2017-11-14,Hungry Foal,Ecommerce,Healthy & Nutrition based snacks online platform,Gurgaon,GAIL India Ltd,Seed Funding,,http://www.hungryfoal.com/,hungry foal,hungry foal,['gail india ltd'],2017.0
2017-11-13,Universal Sportsbiz Pvt. Ltd,ECommerce,Celebrity fashion accessories and merchandise,Mumbai,Accel Partners,PrivateEquity,129.09,http://meesho.com/,universal sportsbiz pvt,universal sportsbiz pvt,['accel partners'],2017.0
2017-11-10,Happily Unmarried,ECommerce,Online Gifting platform,Nw Delhi,Wipro Consumer Care,Private Equity,,https://www.eazydiner.com/,happily unmarried,happily unmarried,['wipro consumer care'],2017.0
2017-11-10,Qubole,Technology,Big Data based analytics platform,Bangalore,"Singtel, Innov8, Harmony Partners",Private Equity,215.15,https://www.qubole.com/,qubole,qubole,"['singtel', 'innov8', 'harmony partners']",2017.0
2017-11-09,Mobiliz AR,Technology,Augmented Reality based Tech platform,Bangalore,"IDG Ventures, IDFC-Parampara Fund",Private Equity,,https://www.thirdwatch.ai/,mobiliz ar,mobiliz ar,"['idg ventures', 'idfcparampara fund']",2017.0
2017-11-09,Tilite Technologies Pvt. Ltd,Technology,Saas based Corporate Travel Management Solution,Bangalore,Matrix Partners,Seed Funding,,https://www.onestepup.in/,tilite technologies pvt,tilite technologies pvt,['matrix partners'],2017.0
2017-11-09,NoPaperForms,Technology,Enrolment Management Platform,Delhi,Info Edge,Seed Funding,7.504432,http://letsservice.in/,nopaperforms,nopaperforms,['info edge'],2017.0
2017-11-08,Fisdom,Finance,Mutual Fund Investment App,Bangalore,Quona Capital Management,Private Equity,25.818,https://www.fisdom.com/,fisdom,fisdom,['quona capital management'],2017.0
2017-11-08,TalentEdge,Technology,Distance Education Learning Platform,Bangalore,Lumis Partners,Private Equity,65.4056,https://talentedge.in/,talentedge,talentedge,['lumis partners'],2017.0
2017-11-08,FarmLink,eCommerce,Online platform for Agricultural products,Mumbai,"Pioneering Ventures, Syngenta AG",Private Equity,25.818,http://farmlink.in/,farmlink,farmlink,"['pioneering ventures', 'syngenta ag']",2017.0
2017-11-08,OpenApp,Technology,IoT based Tech Startup,Bangalore,"Axilor Ventures, Kumar Vembu",Private Equity,30.9816,https://openapp.co/,openapp,openapp,"['axilor ventures', 'kumar vembu']",2017.0
2017-11-07,Crayon Data,Technology,Customer Engagement Platform,New Delhi,Infosys co-founder Kris Gopalakrishnan,Seed Funding,,http://www.crayondata.com/,crayon data,crayon data,['infosys cofounder kris gopalakrishnan'],2017.0
2017-11-07,DocTalk,Technology,Doctor Patient Communication platform,Mumbai,"Matrix Partners India, Khosla Ventures",Private Equity,43.03,http://www.getdoctalk.com/,doctalk,doctalk,"['matrix partners india', 'khosla ventures']",2017.0
2017-11-07,CoveIoT,Technology,Wearable tech and Internet of Things platform,Bangalore,"Titan Co Ltd, Tata Group’s watch and jewellery retailing firm",Private Equity,43.03,http://coveiot.com/,coveiot,coveiot,"['titan co ltd', 'tata groups watch and jewellery retailing firm']",2017.0
2017-11-06,Leverage Edu,ECommerce,Online platform for Higher Education Services,New Delhi,"Alok Mittal, Deepak Jain, Ritesh Malik, Jim Schimdktke",Seed Funding,,https://leverageedu.com/,leverage edu,leverage edu,"['alok mittal', 'deepak jain', 'ritesh malik', 'jim schimdktke']",2017.0
2017-11-06,Smart Karma,Technology,Financial Technology Research Platform,Bangalore,IDG Ventures India,Private Equity,,https://www.smartkarma.com/home/,smart karma,smart karma,['idg ventures india'],2017.0
2017-11-04,Hevo Data,Technology,Real time data analytics & reporting,Bangalore,IDG Ventures India,Private Equity,8.606,https://hevodata.com/,hevo data,hevo data,['idg ventures india'],2017.0
2017-11-03,HalaPlay,Consumer Internet,Online Fantasy Games,Mumbai,"Kae Capital Management, Nazara Technologies",Seed Funding,,http://www.halaplay.com/home,halaplay,halaplay,"['kae capital management', 'nazara technologies']",2017.0
2017-11-03,Kalpnik Technologies,Technology,VR based Spiritual platform,Bangalore,Venture Catalysts,Seed Funding,4.303,http://www.kalpnik.com/,kalpnik technologies,kalpnik technologies,['venture catalysts'],2017.0
2017-11-03,Vagupu,Technology,Online Tutorial Marketplace,Bangalore,Undisclosed Investors,Seed Funding,8.606,https://vagupu.com/,vagupu,vagupu,['undisclosed investors'],2017.0
2017-11-02,AadharAPI.com,Technology,Aadhaar-based API provider,Pune,CIO Angel Network,Seed Funding,,https://aadhaarapi.com/,aadharapicom,aadharapicom,['cio angel network'],2017.0
2017-11-02,Prest Loans,Finance,Business & SME Loans provider,New Delhi,"Manish Poddar, Arun Garg, Parmeshwar Sharma",Seed Funding,4.90542,http://www.prestloans.com/,prest loans,prest loans,"['manish poddar', 'arun garg', 'parmeshwar sharma']",2017.0
2017-11-02,FreshBoxx,ECommerce,Online Grocery Store,Bangalore,Jayant Humbarwadi,Seed Funding,,http://www.freshboxx.co.in/,freshboxx,freshboxx,['jayant humbarwadi'],2017.0
2017-10-31,MSE,Finance,Equity Stock Exchange,Mumbai,"IL&FS, Trust Capital, Rosy Blue Securities, Radhakrishan Damani and Rakesh Jhunjhunwala",Private Equity,275.392,https://www.msei.in/,mse,mse,"['ilfs', 'trust capital', 'rosy blue securities', 'radhakrishan damani and rakesh jhunjhunwala']",2017.0
2017-10-31,NetMeds,ECommerce,Online Pharmacy,Chennai,TannCam Investment & Sistema Asia Fund,Private Equity,120.484,https://www.netmeds.com/,netmeds,netmeds,['tanncam investment sistema asia fund'],2017.0
2017-10-30,GoldFarm,Food & Beverage,Agriculture Technology,Coimbatore,Mahindra & Mahindra and Infuse Ventures,Private Equity,17.212,http://www.goldfarm.in/home/,goldfarm,goldfarm,['mahindra mahindra and infuse ventures'],2017.0
2017-10-28,Ola Cabs,Consumer Internet,App based cab hailing services,Bangalore,ANI Technologies Pvt. Ltd,Private Equity,66.2662,http://olacabs.com/,ola cabs,ola cabs,['ani technologies pvt ltd'],2017.0
2017-10-28,CashFree,Technology,Payments Platform for Marketplaces and Fintechs,New Delhi,Y Combinator,Seed Funding,1.03272,https://www.cashfree.com/en/,cashfree,cashfree,['y combinator'],2017.0
2017-10-27,Olly Credit,Technology,Credit + payment mobile app,New Delhi,"Incubate Fund, Sandesh Kirkire, Anand Kumar, Yogesh Chaudhary",Seed Funding,,http://www.ollycredit.in/,olly credit,olly credit,"['incubate fund', 'sandesh kirkire', 'anand kumar', 'yogesh chaudhary']",2017.0
2017-10-27,OfBusiness,Technology,B2B Finance & Fulfilment Network,Gurgaon,Kotak Mahindra Bank,Debt Funding,32.7028,https://www.ofbusiness.com/,ofbusiness,ofbusiness,['kotak mahindra bank'],2017.0
2017-10-26,Big Basket,eCommerce,Online Grocery portal,Bangalore,Helion Ventures Partners,Private Equity,43.03,https://www.bigbasket.com/,big basket,big basket,['helion ventures partners'],2017.0
2017-10-25,SpotDraft,Consumer Internet,Contract Automation,Gurgaon,"Hunch Ventures, Spiral Ventures, 500 Startups, Singapore Angel Network, Citrus Payments",Seed Funding,4.7333,https://www.spotdraft.com/,spotdraft,spotdraft,"['hunch ventures', 'spiral ventures', '500 startups', 'singapore angel network', 'citrus payments']",2017.0
2017-10-25,PropStory,Consumer Internet,Real Estate content portal,Gurgaon,"Abhishek Bhatewara, Vivek Shah, Haitong Securities, Suraj Saharan, Paras Arora",Seed Funding,,https://propstory.com/,propstory,propstory,"['abhishek bhatewara', 'vivek shah', 'haitong securities', 'suraj saharan', 'paras arora']",2017.0
2017-10-24,ZipLoan,Consumer Internet,SME lending platform,New Delhi,"Matrix Partners India, WaterBridge Ventures, Whiteboard Capital, Sarbvir Singh",Private Equity,25.818,https://www.ziploan.in/,ziploan,ziploan,"['matrix partners india', 'waterbridge ventures', 'whiteboard capital', 'sarbvir singh']",2017.0
2017-10-24,Skillenza,Consumer Internet,Online Learning Platform,Bangalore,"Blume Ventures, Indian Angel Network",Seed Funding,6.213532,https://beta.skillenza.com/,skillenza,skillenza,"['blume ventures', 'indian angel network']",2017.0
2017-10-24,Chevon,Food & Beverage,Frozen Meat provider,Mumbai,Greenfield Advisory,Private Equity,,http://www.chevon.in/,chevon,chevon,['greenfield advisory'],2017.0
2017-10-24,TagBox,Technology,Cold Chain monitoring solution,Bangalore,"Indian Angel network, IAN Fund",Seed Funding,,https://tagbox.in/,tagbox,tagbox,"['indian angel network', 'ian fund']",2017.0
2017-10-24,FYRE,Food & Beverage,Herbal energy shot maker,Mumbai,Venture Catalysts,Seed Funding,4.303,,fyre,fyre,['venture catalysts'],2017.0
2017-10-23,Cashe,Consumer Internet,app-only lending platform,Mumbai,IFMR Capital,Debt Funding,26.6786,https://www.cashe.co.in/,cashe,cashe,['ifmr capital'],2017.0
2017-10-23,RAW Pressery,Food & Beverage,Cold pressed Juice maker,Mumbai,"DSG Consumer Partners, Sequoia Capital, Saama Capital",Private Equity,51.636,https://www.rawpressery.com/,raw pressery,raw pressery,"['dsg consumer partners', 'sequoia capital', 'saama capital']",2017.0
2017-10-23,Toppr,Consumer Internet,Mobile based learning app,Mumbai,"SAIF Partners, Helion Ventures, FIL Capital Management",Private Equity,60.242,https://www.toppr.com/,toppr,toppr,"['saif partners', 'helion ventures', 'fil capital management']",2017.0
2017-10-23,Park Easy,Consumer Internet,Machine learning based parking discovery,Kolkata,Rockstart Accelerator,Seed Funding,1.015508,https://play.google.com/store/apps/details?id=in.peazy.peazy&hl=en,park easy,park easy,['rockstart accelerator'],2017.0
2017-10-18,BlackBuck,Logistics,B2B Logistics provider,Bangalore,Innoven Capital,Private Equity,66.2662,https://www.blackbuck.com/,blackbuck,blackbuck,['innoven capital'],2017.0
2017-10-18,Bank Bazaar,Consumer Internet,Online Financial Marketplace,Chennai,Experian,Private Equity,60.242,https://www.bankbazaar.com/,bank bazaar,bank bazaar,['experian'],2017.0
2017-10-18,Hasura,Technology,App building platform,Chennai,"Nexus, GREE Ventures",Private Equity,,https://hasura.io/,hasura,hasura,"['nexus', 'gree ventures']",2017.0
2017-10-18,LenDen Club,Consumer Internet,Online peer-to-peer lending platform,Mumbai,Undisclosed Investor,Seed Funding,4.303,https://www.lendenclub.com/,lenden club,lenden club,['undisclosed investor'],2017.0
